time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation
0.587163,8.311428,30.630763,13.098339,-1.534079,2.972612,-3.733921,-27.229017,-46.203440,-39.327056,-32.317154,1.116238,55.817446,0.000000,2.364843,47.451864,25.545635,-71.601459,57.417207,0.000000,0.000000,-6.406897,-28.281381,-11.440834
0.597115,-9.380530,24.739360,2.431976,-2.254186,0.371745,-2.480780,1.211067,-35.270135,-23.749010,-19.692798,-5.138757,43.026278,0.000000,15.354094,46.159959,17.554779,-77.691686,-64.320914,0.000000,0.000000,12.679384,-25.893638,-1.064402
0.607067,-9.697214,15.571999,-12.983814,-0.977606,-0.156641,0.407248,4.523497,-17.312694,9.790136,-10.939141,-13.552879,27.528076,0.000000,-0.967649,30.053301,-20.999432,-82.498885,-40.348120,0.000000,0.000000,11.709285,-22.749020,5.156099
0.617019,-15.744538,7.594171,-13.597830,-0.923763,-1.841183,1.159848,13.626699,-6.615299,17.104007,-8.551361,-16.154705,8.301650,0.000000,6.383629,11.462248,-33.263576,-67.159808,14.181350,0.000000,0.000000,17.591855,-14.832790,5.589056
0.626971,-8.306219,6.364359,-16.738814,-0.848581,-1.394880,1.179428,5.180149,-4.319849,21.121034,-10.593840,-17.951280,-0.787971,0.000000,-4.767014,8.152117,-36.624413,-67.863284,80.627088,0.000000,0.000000,9.210910,-13.152155,6.905729
0.636923,-8.288082,4.763461,-19.863726,-0.002696,-2.025167,0.919101,6.145920,-3.070402,24.075989,-7.737164,-18.913774,-8.551011,0.000000,-10.439189,9.454176,-32.700287,-74.145609,87.617090,0.000000,0.000000,10.719598,-10.365413,8.865576
0.646875,-6.904327,2.340489,-12.807203,1.728246,-2.766925,-0.470269,3.389434,-3.477631,10.285041,-7.475433,-12.064511,-7.646183,0.000000,-14.889542,5.704956,-28.626402,-75.737850,-23.211997,0.000000,0.000000,13.952544,-3.496848,0.660114
0.656827,-0.285605,-6.405562,-25.179020,0.876977,-2.228844,1.330598,-4.103959,6.948866,20.085258,-9.796099,-16.304380,-7.079671,0.000000,-26.389810,-11.979972,-47.066196,-73.116947,-73.061794,0.000000,0.000000,2.625525,1.566009,15.975512
0.666779,4.094327,-12.642561,-11.629964,-1.069736,-2.091738,1.291319,-8.969065,14.192703,10.933469,-16.184575,-26.378856,-19.854605,0.000000,-21.880737,-21.536289,-27.612728,-65.718386,-74.320440,0.000000,0.000000,-7.148499,10.644893,6.760553
0.676731,11.011794,-4.552529,-9.175350,0.024822,-2.178056,1.297792,-11.791953,1.213235,-8.129255,-2.680154,-5.465858,-0.729584,0.000000,-32.559606,-14.402964,-27.893102,-64.221701,-48.678661,0.000000,0.000000,-13.027984,1.142010,3.365440
